drug_name,n_cell_lines,direction_instability,mean_pairwise_cosine,mean_rotation_angle_deg,magnitude_cv,mean_norm,frechet_variance,mean_top_gene_jaccard,moa,target,clinical_phase,p_value_population
BRD-K95367721,8,0.9641978479921818,0.03580215200781822,87.93144989013672,0.2958166003227234,35.8731689453125,1.3564913272857666,0.03579807874769471,,,,0.7995283018867925
BRD-K16912444,5,0.9642202854156494,0.035779714584350586,87.94799041748047,0.12070869654417038,29.838443756103516,1.149827480316162,0.04298203810613828,,,,0.8167406467977172
droperidol,13,0.9642224051058292,0.03577759489417076,87.9384536743164,0.22966019809246063,27.47339630126953,1.5288811922073364,0.0362857191711874,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,Launched,0.7895039264508715
QX-222,8,0.9642243981361389,0.035775601863861084,87.94441986083984,0.11934742331504822,24.56953239440918,1.3579145669937134,0.03872616221280905,sodium channel blocker,,Preclinical,0.7998820754716981
cyproterone,13,0.9642353728413582,0.035764627158641815,87.94581604003906,0.3591476380825043,29.818309783935547,1.5215067863464355,0.03729985751662177,,,,0.7898869948285769
deoxyandirobin,13,0.9642547778785229,0.03574522212147713,87.93299102783203,0.2414262890815735,28.879499435424805,1.522105097770691,0.03840226020270551,,,,0.7900785290174296
BRD-K85126547,5,0.9642609134316444,0.03573908656835556,87.9491958618164,0.14660105109214783,33.67787170410156,1.1498692035675049,0.043820370633645855,,,,0.8170577045022194
BRD-K56518176,13,0.9642642475664616,0.03573575243353844,87.93699645996094,0.19952812790870667,30.26951789855957,1.523438572883606,0.03687245297300028,,,,0.7902700632062823
BRD-K62063025,5,0.9642668217420578,0.0357331782579422,87.94807434082031,0.11225663125514984,31.88490867614746,1.1510671377182007,0.034623154710796356,,,,0.8172162333544705
propofol,13,0.9642735756933689,0.03572642430663109,87.93849182128906,0.2094886749982834,28.900001525878906,1.5266207456588745,0.0357656190638713,benzodiazepine receptor agonist,FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A,Launched,0.790461597395135
DPPE,13,0.9642804376780987,0.03571956232190132,87.94772338867188,0.22038501501083374,29.65690803527832,1.523848295211792,0.0408556653918888,histamine receptor antagonist,ABCB1|HRH1,Phase 3,0.7906531315839878
BRD-K04930762,8,0.9642828218638897,0.035717178136110306,87.95060729980469,0.2071303427219391,26.652175903320312,1.357999563217163,0.04217186329363815,,,,0.8008254716981132
BRD-K81527737,8,0.9643113054335117,0.035688694566488266,87.9407958984375,0.23915866017341614,31.850893020629883,1.3602547645568848,0.03771413442989231,,,,0.8009433962264151
PETCM,8,0.9643263891339302,0.035673610866069794,87.94932556152344,0.2058897316455841,30.091514587402344,1.3574185371398926,0.038228132329068076,caspase activator,CASP3,Preclinical,0.801061320754717
BRD-K05150608,6,0.9643272235989571,0.03567277640104294,87.9511489868164,0.15149028599262238,30.477949142456055,1.237424612045288,0.04894001294923132,,,,0.8180115498673326
nafadotride,13,0.9643359705805779,0.03566402941942215,87.9397201538086,0.2625832259654999,33.92243576049805,1.527327060699463,0.035284748561233516,dopamine receptor antagonist,DRD2|DRD3|HTR1A,Preclinical,0.7914192683393986
BRD-M98484762,5,0.9643426015973091,0.03565739840269089,87.95355224609375,0.24045248329639435,34.92733383178711,1.1505180597305298,0.04268822118345454,,,,0.818008877615726
BRD-K27425684,5,0.9643479771912098,0.03565202280879021,87.9522933959961,0.12259116768836975,30.315237045288086,1.1503887176513672,0.04392338353168461,,,,0.8181674064679771
thiethylperazine,13,0.964357502758503,0.03564249724149704,87.94664001464844,0.4084291160106659,33.98894500732422,1.5318821668624878,0.03464511840136478,dopamine receptor antagonist,DRD1|DRD2|DRD4,Launched,0.7916108025282513
BRD-K36953952,5,0.9643600769340992,0.0356399230659008,87.9532241821289,0.2027578204870224,34.5952262878418,1.1517603397369385,0.030149943537038714,,,,0.8183259353202282
BRD-K21037590,8,0.9643673226237297,0.035632677376270294,87.95155334472656,0.09872830659151077,29.98261070251465,1.3570550680160522,0.03914948706512246,,,,0.8018867924528302
GR-89696,13,0.9643749073147774,0.035625092685222626,87.95133209228516,0.5683073997497559,36.914058685302734,1.5269094705581665,0.037510268963951696,,,,0.7919938709059567
BRD-K46255814,9,0.9643764905631542,0.03562350943684578,87.94619750976562,0.419759601354599,30.45095443725586,1.402087926864624,0.0393946101694446,,,,0.802373399130537
ST-012015,13,0.9643788561224937,0.035621143877506256,87.95226287841797,0.22185054421424866,26.337684631347656,1.522325038909912,0.03586654940996252,,,,0.7923769392836622
BRD-K37399041,5,0.964381717145443,0.03561828285455704,87.95733642578125,0.14391867816448212,27.791711807250977,1.1504706144332886,0.04696938949413115,,,,0.8188015218769816
BRD-K43568193,8,0.9643865004181862,0.03561349958181381,87.94828796386719,0.17947375774383545,37.57720184326172,1.3604819774627686,0.03188784283231555,,,,0.8024764150943396
BRD-A13367427,13,0.9643976613879204,0.03560233861207962,87.94988250732422,0.24955712258815765,28.038990020751953,1.525457501411438,0.035481473195338155,,,,0.7927600076613676
BRD-K71855031,5,0.9644024148583412,0.03559758514165878,87.95120239257812,0.10217080265283585,33.77887725830078,1.154523253440857,0.04056756940635649,,,,0.8191185795814838
BRD-K39581664,5,0.9644139297306538,0.03558607026934624,87.95326232910156,0.06652744114398956,32.56181716918945,1.1511520147323608,0.03507536146570435,,,,0.8192771084337349
BRD-K07448100,5,0.9644280225038528,0.035571977496147156,87.95857238769531,0.025301851332187653,28.091415405273438,1.1506344079971313,0.043424458566747134,,,,0.819435637285986
westcort,8,0.9644333124160767,0.03556668758392334,87.93616485595703,0.2105710804462433,31.154279708862305,1.35899817943573,0.04464410645436834,,,,0.8030660377358491
vesamicol,13,0.9644405394792557,0.035559460520744324,87.95577239990234,0.21949231624603271,29.77420997619629,1.5261421203613281,0.0361201243964125,acetylcholinesterase inhibitor,SLC18A3,Preclinical,0.793143076039073
BRD-K86981922,5,0.9644438251852989,0.03555617481470108,87.95767974853516,0.14163511991500854,30.778919219970703,1.1515942811965942,0.04126034328986437,,,,0.8197526949904883
BRD-K10355322,8,0.9644520096480846,0.03554799035191536,87.95356750488281,0.15519583225250244,26.993927001953125,1.3593350648880005,0.03509176252225817,,,,0.8034198113207547
BRD-K40471847,6,0.9644550681114197,0.03554493188858032,87.96051025390625,0.06739147007465363,29.0827693939209,1.2363574504852295,0.04062351979524246,,,,0.8201966599032309
mirtazapine,13,0.9644612036645412,0.035538796335458755,87.95508575439453,0.10555312782526016,26.70756721496582,1.5330214500427246,0.034493607997021856,adrenergic receptor antagonist|serotonin receptor antagonist,ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C,Launched,0.7935261444167784
BRD-K06188347,8,0.964461762458086,0.035538237541913986,87.94769287109375,0.13024328649044037,33.51494598388672,1.35892915725708,0.035339342297907556,,,,0.8037735849056604
nisoxetine,14,0.9644854590296745,0.03551454097032547,87.93359375,0.4451099634170532,41.06801986694336,1.5506532192230225,0.037194141534713905,norepinephrine reuptake inhibitor,SLC6A2|SLC6A3|SLC6A4,Phase 1,0.7939486786671773
BRD-K71574320,13,0.9644973874092102,0.035502612590789795,87.95698547363281,0.2680313289165497,28.72355842590332,1.5222333669662476,0.03504947966868139,,,,0.7941007469833365
U-46619,13,0.964521374553442,0.035478625446558,87.9618148803711,0.16759388148784637,27.06552505493164,1.5230234861373901,0.037969507934609306,,,,0.7942922811721892
tegafur,7,0.9645234495401382,0.035476550459861755,87.96444702148438,0.3469798266887665,30.1961669921875,1.3039000034332275,0.036589189359432804,,,,0.8048109143130685
BRD-K30229575,7,0.9645320884883404,0.03546791151165962,87.94664764404297,0.18613077700138092,35.633628845214844,1.3063355684280396,0.033895432004125016,,,,0.8049305887984681
didanosine,7,0.9645452313125134,0.03545476868748665,87.9615707397461,0.33500441908836365,28.656368255615234,1.3046258687973022,0.03615428113788711,nucleoside reverse transcriptase inhibitor,PNP,Launched,0.8050502632838679
BRD-K96787835,13,0.964546911418438,0.03545308858156204,87.95439910888672,0.2917044758796692,26.87166976928711,1.5219382047653198,0.03805395880639479,,,,0.7950584179276001
BRD-K49553303,9,0.964547410607338,0.03545258939266205,87.93527221679688,0.13996347784996033,29.97623634338379,1.4055705070495605,0.03637132495330534,,,,0.804958289272706
BRD-K42740486,6,0.9645559042692184,0.035444095730781555,87.96342468261719,0.17126543819904327,29.783899307250977,1.2385059595108032,0.041179218318332,,,,0.8211331356329015
BRD-K28636199,8,0.9645744636654854,0.03542553633451462,87.96784210205078,0.0844859629869461,30.02790069580078,1.357680082321167,0.03552012809590876,,,,0.8049528301886792
dydrogesterone,13,0.9645919539034367,0.03540804609656334,87.96735382080078,0.25541797280311584,26.94159698486328,1.521960735321045,0.0343920465984814,progesterone receptor agonist,PGR,Launched,0.7956330204941582
BRD-K80913219,5,0.9645928740501404,0.03540712594985962,87.96708679199219,0.14727582037448883,29.461498260498047,1.1509106159210205,0.04541428615704234,,,,0.8213379835129994
BRD-K55569739,5,0.9645971730351448,0.035402826964855194,87.9669418334961,0.12038010358810425,34.48778533935547,1.1514160633087158,0.03407978888186635,,,,0.8214965123652505
BRD-K66383562,8,0.9646162018179893,0.03538379818201065,87.96736907958984,0.24421393871307373,31.056621551513672,1.358302116394043,0.039908421411142404,,,,0.8054245283018868
BRD-K82140622,8,0.9646344445645809,0.03536555543541908,87.94740295410156,0.1477213352918625,30.380695343017578,1.3603425025939941,0.038565966063659085,,,,0.8055424528301887
BRD-K65482654,6,0.964675921946764,0.03532407805323601,87.96068572998047,0.1496049463748932,30.00763702392578,1.2374449968338013,0.04170590126946062,,,,0.8220696113625722
BRD-K64273758,5,0.9646788761019707,0.03532112389802933,87.97330474853516,0.08441834896802902,32.37023162841797,1.1511796712875366,0.043108045324546346,,,,0.8221306277742549
BRD-K47147974,9,0.9646824859082699,0.03531751409173012,87.8924331665039,0.32726871967315674,37.5859489440918,1.4067775011062622,0.03669189902627238,,,,0.8061332393373282
BRD-K33619512,9,0.9646879620850086,0.03531203791499138,87.96670532226562,0.09474257379770279,27.03292465209961,1.4081608057022095,0.03569458337542822,,,,0.8062507343437904
ICI-204448,8,0.9647005759179592,0.03529942408204079,87.97235107421875,0.09693612903356552,26.464054107666016,1.3579902648925781,0.03821413397269185,,,,0.8061320754716981
bucladesine,56,0.9647040814161301,0.035295918583869934,87.96575927734375,0.24701663851737976,29.7650146484375,1.8046809434890747,0.03576046416711763,adenosine receptor agonist|cAMP stimulant,PRKACA,Launched,0.9916201117318436
BRD-K34811324,5,0.9647094085812569,0.035290591418743134,87.97440338134766,0.18129391968250275,30.287124633789062,1.151383876800537,0.04094057049769702,,,,0.8227647431832593
nizatidine,13,0.9647147729992867,0.03528522700071335,87.92900085449219,0.3767169713973999,43.442630767822266,1.53212308883667,0.03414227713934579,histamine receptor antagonist,HRH2,Launched,0.7967822256272745
BRD-K37618507,13,0.9647388644516468,0.035261135548353195,87.95109558105469,0.33808135986328125,31.19287109375,1.5291781425476074,0.0397825446991441,,,,0.7969737598161272
altrenogest,13,0.9647604152560234,0.03523958474397659,87.96853637695312,0.6069857478141785,38.117271423339844,1.5275752544403076,0.0339477688052742,progestogen hormone,PGR,Launched,0.7971652940049799
BRD-A22514244,9,0.9647605530917645,0.03523944690823555,87.9764633178711,0.2527416944503784,26.259464263916016,1.4036848545074463,0.033832335033815664,,,,0.8069557043825637
BRD-K41302766,5,0.964762382209301,0.035237617790699005,87.9606704711914,0.18285973370075226,30.009838104248047,1.1531345844268799,0.038372475988641304,,,,0.8230818008877616
gavestinel,13,0.9647660814225674,0.03523391857743263,87.97344970703125,0.16446936130523682,26.10478401184082,1.5227845907211304,0.0396226723595089,glutamate receptor antagonist,GLRB|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,Phase 3,0.7975483623826853
BRD-K73722380,5,0.9647696241736412,0.035230375826358795,87.9766616821289,0.1752379834651947,29.86237144470215,1.1515443325042725,0.03489641483309918,,,,0.8232403297400127
BRD-K59340545,6,0.964774563908577,0.035225436091423035,87.97103881835938,0.07575451582670212,29.26860237121582,1.2393218278884888,0.03816199683884716,,,,0.8234743249570782
BRD-K91487294,6,0.9647803865373135,0.03521961346268654,87.98096466064453,0.07226090878248215,27.530790328979492,1.2371511459350586,0.03974303928021876,,,,0.8236304042453566
BRD-K98896788,14,0.9647864028811455,0.03521359711885452,87.96113586425781,0.19600915908813477,31.491586685180664,1.552591323852539,0.03814951893668436,,,,0.7977786288778246
ichthynone,11,0.964793436229229,0.03520656377077103,87.96604919433594,0.30633530020713806,30.173364639282227,1.4716708660125732,0.03687694932659629,,,,0.8081338143653657
BRD-K84864079,8,0.9647965840995312,0.035203415900468826,87.97373962402344,0.26947614550590515,28.512142181396484,1.3582967519760132,0.039853667309662576,,,,0.8076650943396226
BRD-K11628545,6,0.9648014232516289,0.035198576748371124,87.98150634765625,0.13859188556671143,29.99016761779785,1.2407104969024658,0.04064632531162889,,,,0.824098642110192
BRD-K65536202,5,0.9648124799132347,0.03518752008676529,87.98235321044922,0.08625626564025879,31.879749298095703,1.151269555091858,0.037584268842832814,,,,0.8240329740012682
immepip,13,0.9648217409849167,0.03517825901508331,87.92011260986328,0.3351355195045471,38.28241729736328,1.5418918132781982,0.036941816703642376,histamine receptor agonist,HRH3|HRH4,Preclinical,0.7983144991380962
BRD-K76935234,9,0.9648251384496689,0.035174861550331116,87.98318481445312,0.21181650459766388,26.480998992919922,1.40389883518219,0.03934542126830639,,,,0.8083656444601105
BRD-K30194621,13,0.9648301675915718,0.03516983240842819,87.96659851074219,0.17353901267051697,27.501644134521484,1.527305006980896,0.03727276806534734,,,,0.7986975675158016
BRD-K33182644,9,0.9648399092257023,0.035160090774297714,87.9505844116211,0.23697927594184875,31.28792953491211,1.4132194519042969,0.04484641568325154,,,,0.8086006344730349
BRD-K96551169,8,0.9648444391787052,0.035155560821294785,87.97845458984375,0.18654444813728333,29.444168090820312,1.359313726425171,0.03304075339710493,,,,0.8084905660377358
BRD-K00518397,6,0.9648638367652893,0.03513616323471069,87.98194122314453,0.22804303467273712,31.63047218322754,1.2373690605163574,0.040089809513922,,,,0.8248790385515842
BRD-K05025838,5,0.9648645669221878,0.035135433077812195,87.97427368164062,0.17122575640678406,33.986854553222656,1.1535921096801758,0.03873842148707528,,,,0.8248256182625238
BRD-K23985857,8,0.9648745991289616,0.03512540087103844,87.97189331054688,0.1894504725933075,30.840417861938477,1.361761212348938,0.03946301688380912,,,,0.8088443396226415
BRD-K65037509,6,0.964880533516407,0.03511946648359299,87.98542022705078,0.14981816709041595,31.447290420532227,1.2377620935440063,0.04442601826361813,,,,0.8253472764164196
BRD-K64418359,6,0.9648865424096584,0.03511345759034157,87.98129272460938,0.12075250595808029,29.150205612182617,1.2397812604904175,0.03558150557315146,,,,0.825503355704698
BRD-K70875408,8,0.9649073965847492,0.03509260341525078,87.97673034667969,0.14254342019557953,36.08771514892578,1.3600947856903076,0.04279762713874644,,,,0.8091981132075472
BRD-K89499048,5,0.9649121463298798,0.03508785367012024,87.98644256591797,0.15247811377048492,31.310781478881836,1.1525068283081055,0.040431264560486804,,,,0.8256182625237793
BRD-K92033419,9,0.9649192504584789,0.03508074954152107,87.98230743408203,0.47131043672561646,31.38109588623047,1.4048094749450684,0.04314360799506453,,,,0.8096580895311949
BRD-K45278408,8,0.9649230055510998,0.03507699444890022,87.98529052734375,0.19395612180233002,27.05784797668457,1.3595316410064697,0.03699057997352906,,,,0.8095518867924528
BRD-K85955502,6,0.964943889528513,0.035056110471487045,87.98820495605469,0.08030115067958832,28.978086471557617,1.2418142557144165,0.03850125646442743,,,,0.8262837521460902
BRD-K66295388,5,0.9649617150425911,0.035038284957408905,87.98973846435547,0.11682210862636566,30.7913818359375,1.151882529258728,0.04595280698177187,,,,0.8262523779327837
BRL-37344,13,0.9649822302162647,0.035017769783735275,87.98290252685547,0.23418770730495453,31.50684356689453,1.525569200515747,0.034592178135047606,adrenergic receptor agonist,ADRB1|ADRB2|ADRB3,Phase 2,0.8000383068377706
TUL-XVIII076,13,0.9649963118135929,0.03500368818640709,87.98355102539062,0.22294053435325623,27.49753761291504,1.5300272703170776,0.03787981170919282,,,,0.8002298410266232
ergometrine,13,0.9649992734193802,0.03500072658061981,87.98307800292969,0.17549733817577362,28.53034782409668,1.5288283824920654,0.039169860874542654,,,,0.800421375215476
BRD-K17839088,5,0.9650005847215652,0.03499941527843475,87.9918441772461,0.42121824622154236,36.81375503540039,1.1527594327926636,0.03325131722397438,,,,0.8264109067850349
BRD-A74608937,9,0.9650058932602406,0.034994106739759445,87.98351287841797,0.16095326840877533,25.85076904296875,1.403891921043396,0.0384375443863298,,,,0.8105980495828927
BRD-K87313043,7,0.9650074951350689,0.03499250486493111,87.98661804199219,0.22007109224796295,36.02687454223633,1.3053513765335083,0.0302189873290456,,,,0.8111536620392532
zonisamide,11,0.9650079160928726,0.03499208390712738,87.9894790649414,0.23256944119930267,31.01215362548828,1.4744834899902344,0.036378642942362475,sodium channel blocker|T-type calcium channel blocker,CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A,Launched,0.811577566415218
BRD-K08325710,9,0.9650379158556461,0.03496208414435387,87.99098205566406,0.24667054414749146,28.78429412841797,1.4036813974380493,0.034632624485068014,,,,0.8109505346022794
BRD-K45695271,6,0.965040247887373,0.03495975211262703,87.99394226074219,0.0926002711057663,28.77097511291504,1.2383694648742676,0.03858488793501172,,,,0.8273763071640393
BRD-K47977047,6,0.9650560170412064,0.03494398295879364,87.99434661865234,0.21587488055229187,27.285860061645508,1.2382211685180664,0.03277166854498838,,,,0.8275323864523177
BRD-K04078927,5,0.9650693312287331,0.03493066877126694,87.99732971191406,0.14852117002010345,33.55093765258789,1.1515270471572876,0.04481145374535255,,,,0.8273620798985415
demeclocycline,8,0.9650774076581001,0.03492259234189987,87.99540710449219,0.17785508930683136,26.442768096923828,1.3594462871551514,0.03481948582690815,bacterial 30S ribosomal subunit inhibitor,,Launched,0.8112028301886792
BRD-K23644387,9,0.9650863222777843,0.03491367772221565,87.99242401123047,0.24050931632518768,29.79031753540039,1.40455961227417,0.033438076122946185,,,,0.8115380096345906
warfarin,14,0.9650864452123642,0.0349135547876358,87.9900131225586,0.15175995230674744,27.17142105102539,1.5487371683120728,0.03650802261214387,vitamin K antagonist,VKORC1,Launched,0.8018000765990042
BRD-K82768082,8,0.9650875814259052,0.03491241857409477,87.99072265625,0.16421374678611755,23.50444793701172,1.3591630458831787,0.03198567538650519,,,,0.8115566037735849
BRD-K31688005,9,0.9651176147162914,0.03488238528370857,87.97247314453125,0.328335702419281,31.26186180114746,1.4198241233825684,0.0355922041881498,,,,0.8118904946539772
ketanserin,13,0.9651312604546547,0.034868739545345306,87.98870086669922,0.17590276896953583,29.55784034729004,1.5267118215560913,0.0320512118309223,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2,Launched,0.8023367171040031
BRD-K31411295,5,0.9651341177523136,0.034865882247686386,87.98770141601562,0.09558458626270294,29.841928482055664,1.154559850692749,0.03666639218702102,,,,0.8281547241597971
SA-83851,6,0.965134721249342,0.034865278750658035,88.000244140625,0.1991141140460968,31.158300399780273,1.238479733467102,0.03450839570296944,,,,0.8286249414702669
AQ-RA741,13,0.965143445879221,0.03485655412077904,87.99588775634766,0.27173948287963867,26.871570587158203,1.5251339673995972,0.039228703563152466,acetylcholine receptor antagonist,CHRM2,Preclinical,0.8025282512928558
BRD-K00967758,5,0.9651488251984119,0.03485117480158806,87.99999237060547,0.32233771681785583,37.92551040649414,1.1527729034423828,0.040532758734111676,,,,0.8284717818642993
sulfinpyrazone,8,0.965154193341732,0.034845806658267975,87.99791717529297,0.19136595726013184,30.26042938232422,1.358933448791504,0.03759217514003992,uricosuric blocker,ABCC1|FPR1|SLC22A12,Launched,0.8123820754716982
disopyramide,13,0.9651593416929245,0.0348406583070755,87.99772644042969,0.2545873522758484,30.277130126953125,1.5274195671081543,0.036459197241234684,sodium channel blocker,CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A,Launched,0.8029113196705612
BRD-K73481389,9,0.9651725813746452,0.03482741862535477,87.99668884277344,0.1649339199066162,27.397483825683594,1.4060472249984741,0.03517898278785999,,,,0.812830454705675
BRD-K88180879,5,0.9651870802044868,0.03481291979551315,87.99510955810547,0.2411588430404663,34.07905960083008,1.1540800333023071,0.039927947986451225,,,,0.8289473684210527
BRD-A69421747,9,0.9651903733611107,0.03480962663888931,87.99699401855469,0.17077289521694183,29.402870178222656,1.4040629863739014,0.03972931579392187,,,,0.8130654447185994
BRD-A89067742,14,0.9651917107403278,0.034808289259672165,87.99149322509766,0.4321924149990082,29.923154830932617,1.5485312938690186,0.035110311383562784,,,,0.8035235541937955
BRD-K14975149,9,0.9652235060930252,0.03477649390697479,88.0015869140625,0.1797831505537033,29.436439514160156,1.4052129983901978,0.037727643241425045,,,,0.8133004347315239
BRD-K86156277,5,0.9652238413691521,0.03477615863084793,88.00560760498047,0.1162303164601326,30.74786376953125,1.1521146297454834,0.041672258268786726,,,,0.8294229549778059
BRD-K22384978,13,0.9652344845235348,0.034765515476465225,87.99126434326172,0.22852137684822083,28.138286590576172,1.5284022092819214,0.034892843542451035,,,,0.8038689906148248
BRD-K51267267,8,0.9652493670582771,0.03475063294172287,87.98017120361328,0.38105449080467224,31.856229782104492,1.3689916133880615,0.03934507076217849,,,,0.8134433962264151
iso-olomoucine,8,0.9652647338807583,0.034735266119241714,88.00183868408203,0.152739018201828,29.256790161132812,1.3635557889938354,0.037004347479014536,,,,0.813561320754717
chlorthalidone,13,0.9652899652719498,0.03471003472805023,88.00543975830078,0.4347931742668152,28.450939178466797,1.5290982723236084,0.03348016905184618,carbonic anhydrase inhibitor,CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1,Launched,0.8044435931813829
BRD-K64416059,5,0.9653261601924896,0.034673839807510376,88.00904846191406,0.15798866748809814,31.033157348632812,1.1525192260742188,0.04247430056986094,,,,0.8298985415345593
BRD-K83929831,9,0.96533327922225,0.034666720777750015,87.99566650390625,0.12185390293598175,27.118276596069336,1.4088200330734253,0.03546937342542338,,,,0.8141228997767594
BRD-K44485049,5,0.9653366506099701,0.03466334939002991,88.01243591308594,0.18347226083278656,33.34259033203125,1.1523637771606445,0.03708213793432162,,,,0.8302155992390615
BRD-A13964793,13,0.9653438813984394,0.03465611860156059,87.99921417236328,0.23629745841026306,31.054197311401367,1.5321062803268433,0.03834372179688644,,,,0.8048266615590883
trazodone,13,0.9653529189527035,0.034647081047296524,87.99807739257812,0.6887463331222534,37.43113327026367,1.537164568901062,0.03856189591766738,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4,Launched,0.805018195747941
BRD-K76318793,6,0.9653535895049572,0.0346464104950428,88.01265716552734,0.06570775806903839,29.263893127441406,1.238476037979126,0.04253482473430402,,,,0.8306539722178867
BL-077,15,0.9653886370360851,0.03461136296391487,88.00931549072266,0.20466887950897217,27.61779022216797,1.5664558410644531,0.03787817579428576,,,,0.805521472392638
BRD-A02747686,8,0.9654051922261715,0.034594807773828506,88.00872802734375,0.19554287195205688,30.055238723754883,1.3614892959594727,0.03491664686910283,,,,0.814622641509434
nimodipine,57,0.9654098600149155,0.034590139985084534,88.01171875,0.35868021845817566,30.728046417236328,1.8032087087631226,0.03729928316862646,calcium channel blocker,CFTR|NR3C2,Launched,0.9943977591036415
BRD-K27493325,5,0.9654110632836819,0.03458893671631813,88.00379943847656,0.07637234777212143,31.830036163330078,1.1548058986663818,0.040911686766524034,,,,0.8306911857958148
BRD-K51774655,9,0.9654247835278511,0.034575216472148895,88.01042938232422,0.24988484382629395,28.780120849609375,1.4066578149795532,0.041803239339208514,,,,0.8150628598284573
zolmitriptan,13,0.9654386788606644,0.03456132113933563,88.01510620117188,0.41466253995895386,33.606136322021484,1.5259497165679932,0.03687695041050152,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,Launched,0.8057843325033518
BRD-A01973626,9,0.9654533118009567,0.034546688199043274,88.00346374511719,0.2227957844734192,26.313230514526367,1.405764102935791,0.03953772515226614,,,,0.8152978498413818
JWH-015,13,0.9654608778655529,0.0345391221344471,88.01777648925781,0.1561976671218872,26.471750259399414,1.5255496501922607,0.04019654874623182,,,,0.8061674008810573
BRD-K52099002,13,0.9654655084013939,0.03453449159860611,88.01033782958984,0.18861253559589386,26.570159912109375,1.5292836427688599,0.03203997884556858,,,,0.80635893506991
BRD-K41284916,9,0.965472262352705,0.034527737647295,88.01663970947266,0.25717347860336304,25.3812313079834,1.404094934463501,0.03776630693640844,,,,0.8156503348607684
BRD-K57786095,9,0.965475533157587,0.03452446684241295,88.01726531982422,0.22229620814323425,28.770803451538086,1.4051555395126343,0.03878082185024219,,,,0.8157678298672306
BRD-K90842913,5,0.9654819145798683,0.03451808542013168,88.01962280273438,0.12108852714300156,32.47394561767578,1.1527721881866455,0.034921505628613514,,,,0.8314838300570704
lorazepam,7,0.9654922559857368,0.03450774401426315,87.99629974365234,0.30419060587882996,32.63483810424805,1.3064253330230713,0.03980395109696701,,,,0.8164193393968406
BRD-K55210983,6,0.9655077196657658,0.03449228033423424,88.01498413085938,0.13868427276611328,29.814552307128906,1.2420588731765747,0.03283776061899037,,,,0.8320586858123927
losartan,55,0.9655294083058834,0.03447059169411659,88.01687622070312,0.5175086259841919,30.025033950805664,1.8012675046920776,0.035954036339233754,angiotensin receptor antagonist,AGTR1,Launched,0.9972067039106145
aminogenistein,13,0.9655352905392647,0.03446470946073532,88.01417541503906,0.22516822814941406,29.993183135986328,1.5306129455566406,0.03542850540108911,,,,0.8071250718253208
Ro-19-4605,13,0.9655587747693062,0.03444122523069382,88.00637817382812,0.1753888577222824,28.30614471435547,1.544447660446167,0.034573388052941335,GABA benzodiazepine site receptor inverse agonist,GABRA1|GABRA2|GABRA3|GABRA5,Preclinical,0.8073166060141735
BRD-K10806285,9,0.9655663296580315,0.034433670341968536,88.02288055419922,0.4327039122581482,32.90425491333008,1.405074954032898,0.037957533164930564,,,,0.816472799906004
BRD-K23149749,5,0.9655682146549225,0.034431785345077515,88.02503967285156,0.2985851466655731,37.4395751953125,1.1537941694259644,0.030061212773308737,,,,0.8321179454660749
BRD-K35202752,5,0.9655864611268044,0.03441353887319565,88.02320861816406,0.07401971518993378,29.22833251953125,1.1538536548614502,0.04263911687159762,,,,0.832276474318326
MW-STK33-1B,8,0.965589664876461,0.03441033512353897,88.00859832763672,0.18108610808849335,28.171188354492188,1.3656413555145264,0.04591889477878325,,,,0.816627358490566
SA-1463785,6,0.9655899070203304,0.03441009297966957,88.02459716796875,0.2270670235157013,34.80249786376953,1.2397984266281128,0.029520328361551863,,,,0.8328390822537849
trapidil,13,0.9655913934111595,0.034408606588840485,87.99079132080078,0.30054154992103577,33.785179138183594,1.529381275177002,0.03473858172716693,PDGFR tyrosine kinase receptor inhibitor,PDGFRA,Launched,0.8078912085807317
